gender,SeniorCitizen,Partner,Dependents,Antiguedad,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Male,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.14,4532.4
Female,1,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.71,18.8
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),111.77,984.407
Male,0,No,Yes,23,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,66.08,632.283
Female,0,No,No,58,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.92,1206.074
Male,0,Yes,No,29,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.77,277.841
Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.19,169.125
Male,0,No,No,1,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,716.092
Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.74,8069.491
Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.29,4198.059
Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.03,2925.517
Female,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.26,1701.926
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.57,2409.45
Male,0,No,No,0,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,42.79,18.8
Female,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.06,168.81
Female,0,No,Yes,38,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.07,492.905
Male,0,Yes,Yes,44,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),82.05,6982.388
Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,39.25,983.658
Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.33,5418.057
Female,0,Yes,No,66,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),97.81,2287.386
Male,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),40.65,519.756
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.09,34.66
Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,66.924
Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,84.31,6742.778
Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,934.498
Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.49,631.328
Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.97,510.256
Female,0,No,Yes,46,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),106.29,2807.314
Female,1,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.67,616.18
Female,1,Yes,No,21,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,78.69,1225.001
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.05,8045.616
Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.54,1490.16
Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.29,527.941
Female,1,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.53,368.479
Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.28,7940.015
Female,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.41,349.741
Female,0,No,No,7,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,83.06,793.4
Female,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72.53,4553.812
Female,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.75,2194.888
Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,22.52,18.8
Male,0,No,No,9,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.29,1015.536
Female,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),84.33,7007.89
Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.56,8008.924
Female,0,Yes,No,20,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.12,1445.752
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.52,31.512
Male,0,No,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.13,262.991
Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.31,1672.202
Male,0,Yes,Yes,11,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),33.89,3523.159
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,110.71,122.511
Female,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.34,2367.478
Male,0,Yes,No,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),83.4,4016.8
Female,0,No,No,53,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,47.23,977.035
Female,1,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.73,1368.276
Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.04,293.667
Male,0,Yes,No,14,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),47.83,1333.715
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,65.72,1780.185
Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.3,8684.8
Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.5,3207.946
Female,0,Yes,No,10,Yes,No,No,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.45,957.515
Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.37,2578.505
Female,1,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.64,3150.855
Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.22,148.437
Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,107.54,153.2
Female,0,No,No,14,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.09,18.8
Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.76,91.356
Female,0,Yes,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),102.56,7187.587
Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.67,381.765
Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,57.47,912.895
Female,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.69,853.435
Female,0,Yes,Yes,54,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.99,1776.77
Female,1,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.67,6595.036
Female,0,No,Yes,40,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,32.63,2082.89
Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,79.82,6012.328
Female,0,No,No,45,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),57.17,1849.871
Female,0,Yes,No,64,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),75.28,4184.07
Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,78.64,666.638
Female,1,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),104.98,7581.802
Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.03,574.61
Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.63,1164.258
Male,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.31,1334.106
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.39,5047.592
Female,1,Yes,Yes,26,Yes,No,DSL,No,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),80.36,567.748
Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,504.191
Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.44,282.608
Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.89,126.236
Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.98,4350.372
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),100.51,3492.588
Male,1,Yes,No,5,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,34.2,56.208
Female,0,Yes,No,67,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.13,1946.418
Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),32.89,401.741
Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.19,39.389
Male,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.99,5241.243
Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.48,62.23
Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.72,651.968
Female,0,No,No,14,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,66.88,488.342
Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.6,214.898
Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.83,4944.577
Female,1,No,No,53,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.65,638.579
Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.08,7159.591
Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.52,291.652
Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.06,758.388
Female,0,Yes,No,24,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),86.63,861.683
Female,1,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.7,722.881
Female,0,No,Yes,34,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,83.27,4364.875
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.3,824.883
Female,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.92,2309.188
Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.92,788.932
Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.72,2776.489
Female,0,Yes,No,29,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,84.24,4784.241
Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.93,98.17
Male,0,No,No,2,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,79.93,677.568
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.32,1812.778
Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.09,926.826
Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.76,1279.569
Female,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.25,318.76
Male,0,No,No,44,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),74.33,1840.808
Female,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.68,858.408
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.08,490.762
Female,0,Yes,Yes,2,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.38,394.313
Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.42,811.35
Male,0,Yes,No,31,No,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),47.82,546.255
Male,0,No,Yes,25,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.73,18.8
Female,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),112.13,6322.021
Male,1,No,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.08,6883.999
Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),107.0,4799.93
Female,0,No,No,2,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.54,1002.291
Female,0,No,No,15,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),41.71,2789.476
Female,0,Yes,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),98.02,4738.468
Male,0,Yes,Yes,36,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,50.98,1317.812
Female,1,No,No,18,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),44.48,256.154
Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.61,359.318
Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.0,1678.331
Female,1,No,No,9,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.63,575.555
Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),31.4,38.429
Male,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47.01,172.456
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.68,723.322
Female,1,No,No,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.6,1526.225
Female,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.39,1182.435
Male,0,Yes,No,0,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),19.26,241.155
Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.86,6738.124
Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.47,3598.823
Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.61,957.634
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),96.89,4218.214
Male,1,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),106.35,1029.089
Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.04,3355.362
Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.87,594.879
